Date;ETH;BTC;XRP;LTC;XLM
2019-04-21;170.05;5314.53;0.322449;77.33;0.112404
2019-04-22;171.87;5399.37;0.323934;76.95;0.113495
2019-04-23;171.45;5572.36;0.321222;74.85;0.111824
2019-04-24;165.83;5464.87;0.302318;73.31;0.103259
2019-04-25;154.46;5210.52;0.289384;71.25;0.099075
2019-04-26;156.35;5279.35;0.298502;73.12;0.09914
2019-04-27;158.43;5268.29;0.296741;72.12;0.099951
2019-04-28;157.3;5285.14;0.297426;69.73;0.098736
2019-04-29;155.2;5247.35;0.294289;67.96;0.096475
2019-04-30;162.17;5350.73;0.309476;74.28;0.099953
2019-05-01;160.82;5402.7;0.304696;73.66;0.101351
2019-05-02;162.12;5505.28;0.303239;73.78;0.100275
2019-05-03;167.95;5768.29;0.308222;79.33;0.102295
2019-05-04;164.03;5831.17;0.304552;78.06;0.099677
2019-05-05;163.45;5795.71;0.302342;75.98;0.098927
2019-05-06;172.65;5746.81;0.302389;74.98;0.097809
2019-05-07;169.8;5829.5;0.299684;74.69;0.094926
2019-05-08;170.95;5982.46;0.300721;74.62;0.093697
2019-05-09;170.29;6174.53;0.296509;74.18;0.090232
2019-05-10;173.14;6378.85;0.300387;77.17;0.092452
2019-05-11;194.3;7204.77;0.324543;89.22;0.104228
2019-05-12;187.33;6972.37;0.310074;84.57;0.098866
2019-05-13;196.85;7814.92;0.325475;88.06;0.100416
2019-05-14;217.15;7994.42;0.409062;91.62;0.112994
2019-05-15;247.15;8205.17;0.456005;101.74;0.137002
2019-05-16;264.01;7884.91;0.419707;95.59;0.137283
2019-05-17;243.76;7343.9;0.386193;89;0.126562
2019-05-18;234.6;7271.21;0.372736;86.7;0.128833
2019-05-19;261.29;8197.69;0.4177;95.32;0.141485
2019-05-20;251.86;7978.31;0.398003;91.49;0.135545
2019-05-21;255.22;7963.33;0.397603;91.51;0.134326
2019-05-22;244.7;7680.07;0.376637;88.21;0.124257
2019-05-23;245.97;7881.85;0.381204;89.18;0.125167
2019-05-24;249.48;7987.37;0.384541;99.9;0.125944
2019-05-25;251.76;8052.54;0.38704;102.67;0.125821
2019-05-26;267.07;8673.22;0.408413;111.42;0.133135
2019-05-27;272.86;8805.78;0.434168;118.03;0.136869
2019-05-28;271.77;8719.96;0.446549;114.93;0.13896
2019-05-29;269.46;8659.49;0.443713;115.08;0.136491
2019-05-30;255.86;8319.47;0.422395;108.8;0.130067
2019-05-31;268.11;8574.5;0.438574;114.54;0.133664
2019-06-01;265.39;8564.02;0.430583;112.62;0.133101
2019-06-02;270.23;8742.96;0.444785;114.7;0.137623
2019-06-03;252.61;8208.99;0.425764;107.47;0.129983
2019-06-04;241.34;7707.77;0.400667;102.09;0.122077
2019-06-05;247.05;7824.23;0.402732;103.85;0.121284
2019-06-06;249.47;7822.02;0.41954;111.11;0.124382
2019-06-07;250.93;8043.95;0.42313;117.37;0.127542
2019-06-08;245.74;7954.13;0.412411;118.55;0.126277
2019-06-09;233.09;7688.08;0.388266;115.13;0.119915
2019-06-10;247.52;8000.33;0.400427;129.07;0.12394
2019-06-11;245.78;7927.71;0.394261;136.03;0.122827
2019-06-12;260.9;8145.86;0.40176;135.65;0.126446
2019-06-13;256.17;8230.92;0.400887;131.35;0.124728
2019-06-14;264.09;8693.83;0.405921;133.05;0.12532
2019-06-15;269.02;8838.38;0.410419;138.13;0.126742
2019-06-16;269.22;8994.49;0.427516;137.12;0.129816
2019-06-17;274.35;9320.35;0.44808;134.44;0.131035
2019-06-18;265.05;9081.76;0.428761;135.16;0.124565
2019-06-19;269.43;9273.52;0.436817;136.6;0.124302
2019-06-20;271.7;9527.16;0.429823;135.48;0.121507
2019-06-21;294.91;10144.56;0.443188;138.88;0.124048
2019-06-22;309.38;10701.69;0.474764;141.9;0.12905
2019-06-23;307.83;10855.37;0.468291;136.88;0.127378
2019-06-24;310.42;11011.1;0.470088;135.53;0.127749
2019-06-25;318.13;11790.92;0.468229;136.49;0.124491
2019-06-26;336.75;13016.23;0.467451;131.27;0.122628
2019-06-27;294.27;11182.81;0.408754;114.4;0.107494
2019-06-28;311.23;12407.33;0.427315;120.15;0.11202
2019-06-29;320.06;11959.37;0.429378;133.66;0.114504
2019-06-30;290.7;10817.16;0.396411;122.25;0.104345
2019-07-01;293.64;10583.13;0.406862;122.58;0.105284
2019-07-02;291.6;10801.68;0.400204;119.24;0.10339
2019-07-03;303.1;11961.27;0.408532;122.56;0.106724
2019-07-04;284.52;11215.44;0.388719;119.98;0.099725
2019-07-05;288;10978.46;0.378964;118.35;0.099891
2019-07-06;287.55;11208.55;0.389055;117.82;0.102875
2019-07-07;305.7;11450.85;0.397047;120.32;0.105054
2019-07-08;313.25;12285.96;0.401533;123.29;0.105023
2019-07-09;308.88;12573.81;0.394168;119.43;0.101834
2019-07-10;290;12156.51;0.363775;108.5;0.095057
2019-07-11;268.7;11358.66;0.330335;102.64;0.087008
2019-07-12;276.28;11815.99;0.344118;105.3;0.097963
2019-07-13;269.46;11392.38;0.332179;101.02;0.095468
2019-07-14;227.58;10256.06;0.306426;89.77;0.086249
2019-07-15;229.78;10895.09;0.31531;90.92;0.08649
2019-07-16;199.19;9477.64;0.296726;79.5;0.078318
2019-07-17;211.48;9693.8;0.310613;89.81;0.080627
2019-07-18;226.57;10666.48;0.323176;101.09;0.088882
2019-07-19;221.33;10530.73;0.320605;98.4;0.093768
2019-07-20;229.12;10767.14;0.333209;100.61;0.095111
2019-07-21;225.63;10599.11;0.331309;99.63;0.091202
2019-07-22;217.56;10343.11;0.322106;95.42;0.088876
2019-07-23;212.73;9900.77;0.309926;90.62;0.084468
2019-07-24;217.05;9811.93;0.315947;94.31;0.086002
2019-07-25;219.62;9911.84;0.31481;93.45;0.08569
2019-07-26;219.63;9870.3;0.32353;94.31;0.087965
2019-07-27;207.41;9477.68;0.310528;88.89;0.084323
2019-07-28;211.19;9552.86;0.312288;89.77;0.083678
2019-07-29;211.27;9519.15;0.310658;90.43;0.083513
2019-07-30;210.52;9607.42;0.31847;90.57;0.083562
2019-07-31;218.65;10085.63;0.320909;98.51;0.083932
2019-08-01;217.81;10399.67;0.317906;99.18;0.083026
2019-08-02;217.87;10518.17;0.312394;94.94;0.081989
2019-08-03;222.49;10821.73;0.316757;94.58;0.082395
2019-08-04;222.67;10970.18;0.319842;93.2;0.08213
2019-08-05;234.22;11805.65;0.323564;96.83;0.082619
2019-08-06;226.02;11478.17;0.311326;93.07;0.078212
2019-08-07;226.39;11941.97;0.311969;90.91;0.078641
2019-08-08;220.94;11966.41;0.307661;90.03;0.076857
2019-08-09;210.49;11862.94;0.297343;84.44;0.072203
2019-08-10;206.73;11354.02;0.298721;85.42;0.07375
2019-08-11;216.09;11523.58;0.301915;89.75;0.077841
2019-08-12;211.29;11382.62;0.300322;85.75;0.075415
2019-08-13;208.71;10895.83;0.296639;84.41;0.074162
2019-08-14;186.61;10051.7;0.263343;76.06;0.069183
2019-08-15;188.5;10311.55;0.264882;76.39;0.070261
2019-08-16;185.44;10374.34;0.261971;74.92;0.068921
2019-08-17;185.69;10231.74;0.265721;72.8;0.067888
2019-08-18;194.49;10345.81;0.282646;76.27;0.070785
2019-08-19;203.09;10916.05;0.283328;77.26;0.071795
2019-08-20;196.57;10763.23;0.275806;75.2;0.0702
2019-08-21;186.89;10138.05;0.266261;72.96;0.067697
2019-08-22;191.33;10131.06;0.270944;73.6;0.066138
2019-08-23;194.71;10407.97;0.276545;75.4;0.068925
2019-08-24;191.29;10159.96;0.272553;73.46;0.067262
2019-08-25;186.84;10138.52;0.270088;72.31;0.071676
2019-08-26;188.93;10370.82;0.270788;73.86;0.070189
2019-08-27;187.52;10185.5;0.269618;72.84;0.068786
2019-08-28;173.89;9754.42;0.25745;67.43;0.066325
2019-08-29;169.52;9510.2;0.257045;64.1;0.062954
2019-08-30;168.83;9598.17;0.256218;64.33;0.062299
2019-08-31;172.47;9630.66;0.259204;64.58;0.062931
2019-09-01;171.63;9757.97;0.258054;66.14;0.062469
2019-09-02;178.35;10346.76;0.26082;66.94;0.063233
2019-09-03;179.5;10623.54;0.263139;69.13;0.063209
2019-09-04;175.99;10594.49;0.259905;67.29;0.062178
2019-09-05;174.22;10575.53;0.256346;65.4;0.060461
2019-09-06;169.96;10353.3;0.25234;65.23;0.058645
2019-09-07;178.26;10517.25;0.260687;69.04;0.059404
2019-09-08;181.36;10441.28;0.263084;70.55;0.060882
2019-09-09;181.15;10334.97;0.259562;70.19;0.059846
2019-09-10;179.79;10115.98;0.258671;70.82;0.058373
2019-09-11;178.73;10178.37;0.255956;69.92;0.059784
2019-09-12;181.02;10410.13;0.254811;69.23;0.058469
2019-09-13;181.11;10360.55;0.255551;68.99;0.05694
2019-09-14;188.11;10358.05;0.261167;70.56;0.05774
2019-09-15;189.79;10347.71;0.261628;70.32;0.058123
2019-09-16;197.11;10276.79;0.260952;72.57;0.058621
2019-09-17;208.61;10241.27;0.285013;74.22;0.063745
2019-09-18;211.39;10198.25;0.313776;77.97;0.083118
2019-09-19;221.28;10266.41;0.302441;77.06;0.081387
2019-09-20;218.05;10181.64;0.29447;75.15;0.073912
2019-09-21;215.52;10019.72;0.289443;73.52;0.071119
2019-09-22;211.55;10070.39;0.278931;72.62;0.06892
2019-09-23;201.92;9729.32;0.268675;66.85;0.062548
2019-09-24;168.11;8620.57;0.235226;55.82;0.054504
2019-09-25;170.89;8486.99;0.246441;57.66;0.057019
2019-09-26;166.73;8118.97;0.243784;55.54;0.058507
2019-09-27;174.71;8251.85;0.244021;56.36;0.0599
2019-09-28;174.57;8245.92;0.242571;55.68;0.05866
2019-09-29;170.5;8104.19;0.241388;54.32;0.058127
2019-09-30;179.87;8293.87;0.255933;56.06;0.06144
